ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
10556,22040115565053132,50,31,18,20,8,,5.0,1.0,2,1.0,100,111,43,27.0,14,18.0,9,6,6,1,216,103,55,22,19.0,20.0,8,7,4,1,213320.0,139.0,743880,488,85741476,981,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,13,4.0,11.0,4.0
10557,22040115591137350,61,31,18,14,9,2.0,5.0,5.0,2,1.0,97,155,43,19.0,11,13.0,9,7,1,1,285,117,60,23,14.0,20.0,10,7,3,1,217591.0,149.0,626048,513,1318271,1090,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,15,2.0,,
10558,22040116084011404,81,45,18,18,9,3.0,5.0,1.0,3,1.0,112,145,31,12.0,13,12.0,9,14,2,1,250,149,79,35,18.0,20.0,14,11,4,1,244379.0,185.0,619530,554,1511540,1185,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,13,2.0,,4.0
10559,22040116105909536,61,30,21,12,9,3.0,3.0,2.0,2,1.0,121,127,28,16.0,11,8.0,12,7,4,1,333,131,79,26,28.0,22.0,8,15,4,1,293681.0,145.0,838440,490,1948547,1189,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,2.0,,
10560,22040116400421892,181,38,27,19,12,7.0,,,4,1.0,110,312,50,,11,,9,10,1,1,524,150,69,15,,,6,12,4,1,201834.0,280.0,525155,792,1114228,1614,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,8,,,
10561,22040116441970230,118,30,23,10,9,5.0,4.0,1.0,2,1.0,119,144,106,55.0,13,10.0,9,8,9,1,168,129,70,31,38.0,24.0,14,6,6,1,550352.0,215.0,1773878,716,3135334,1261,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,10,13.0,23.0,22.0
10562,22040116482199136,55,30,18,14,8,,,,2,1.0,95,129,105,,12,,9,11,1,1,263,115,54,83,,,8,12,3,1,208463.0,131.0,598420,503,1329178,1087,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,10,4.0,2.0,13.0
10563,22040117000533984,85,30,21,15,9,2.0,6.0,1.0,2,1.0,132,269,52,42.0,11,63.0,9,19,4,1,947,151,74,36,77.0,36.0,15,29,6,1,268159.0,171.0,1101857,789,3802523,2206,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,,9.0,6.0
10564,22040117110468324,102,52,18,18,9,,,,2,1.0,96,144,28,,16,,9,8,1,1,364,111,71,50,,,11,9,3,1,189592.0,207.0,541325,545,1654217,1254,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,11,6.0,19.0,36.0
10565,22040117301500572,110,51,23,17,9,1.0,,,2,1.0,129,139,25,,22,,10,7,3,1,515,108,57,25,,,8,7,4,1,116444.0,215.0,317415,565,974441,1348,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,2.0,,8.0
10566,22040117332459730,84,28,22,26,8,5.0,5.0,3.0,2,1.0,125,166,107,54.0,13,13.0,9,7,6,1,212,128,74,30,24.0,25.0,11,7,4,1,465767.0,183.0,1532397,698,3516248,1247,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,9,,,
10567,22040117445014424,53,37,21,10,9,,2.0,2.0,2,1.0,138,155,19,13.0,14,23.0,9,10,2,1,275,126,80,16,10.0,11.0,8,7,5,1,182929.0,140.0,692503,543,1632877,1141,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,9,4.0,12.0,14.0
10568,22040118000105640,63,25,19,14,5,4.0,3.0,2.0,2,1.0,105,192,74,35.0,11,18.0,9,28,2,1,188,108,62,26,10.0,22.0,14,8,4,1,406496.0,149.0,1331625,651,81305580,1135,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,16,12.0,18.0,4.0
10569,22040118030252530,62,39,21,16,8,,7.0,3.0,2,1.0,114,102,100,43.0,12,16.0,9,9,1,1,172,124,78,23,18.0,16.0,9,8,5,1,186391.0,163.0,817601,586,1758421,1083,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,13,5.0,5.0,4.0
10570,22040118225044110,61,29,19,19,9,7.0,5.0,2.0,3,1.0,108,216,94,34.0,11,13.0,9,9,3,1,364,114,61,101,50.0,23.0,12,19,4,1,392266.0,172.0,1637429,708,4324644,1515,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,13,18.0,26.0,23.0
10571,22040118324809040,174,27,20,9,8,1.0,,,4,1.0,118,290,54,,11,,9,8,3,1,709,146,74,39,,,11,10,4,1,197000.0,247.0,599187,752,1887040,1820,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,4.0,,34.0
10572,22040118462262720,49,28,18,12,5,2.0,4.0,2.0,2,1.0,102,115,74,31.0,11,28.0,9,10,7,1,243,106,62,30,21.0,21.0,8,9,3,1,258805.0,133.0,778165,545,1761586,1118,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,14,11.0,15.0,27.0
10573,22040119041111144,57,45,24,20,8,,2.0,1.0,3,1.0,130,111,37,14.0,11,9.0,9,6,2,1,267,134,75,19,42.0,18.0,11,17,3,1,160444.0,160.0,482668,514,1920588,1149,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,12,,,
10574,22040119094986716,125,37,29,13,8,,,,3,1.0,212,170,29,,12,,10,10,3,1,292,235,79,16,,,11,7,4,1,94641.0,215.0,383039,676,905944,1382,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,,,
10575,22040120040261960,73,38,18,14,9,5.0,,,3,1.0,113,167,18,,12,,9,10,4,1,551,119,62,115,,,9,14,3,1,243542.0,160.0,586481,506,1690268,1438,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,8,,2.0,12.0
10576,22040120434032864,165,32,20,21,9,5.0,10.0,2.0,2,1.0,132,247,61,32.0,11,23.0,9,9,5,1,318,136,69,68,55.0,27.0,8,15,4,1,380693.0,266.0,1023231,809,34264775,1561,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,14,,9.0,15.0
10577,22040121283362860,39,31,18,13,6,1.0,5.0,2.0,3,1.0,109,109,41,43.0,24,26.0,9,10,2,1,157,105,55,15,32.0,18.0,8,11,3,1,387380.0,118.0,1514306,500,3128613,941,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,10,,4.0,6.0
10578,22040206370804544,96,29,19,11,11,1.0,,,2,1.0,114,142,17,,11,,9,6,3,1,426,122,76,34,,,8,7,4,1,166831.0,171.0,458978,484,1132859,1207,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,14,2.0,,5.0
10579,22040207494061150,77,49,18,10,9,1.0,1.0,2.0,3,1.0,96,105,25,18.0,14,6.0,9,9,5,1,231,115,66,23,56.0,18.0,11,18,4,1,153732.0,170.0,465768,462,1143318,1037,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,14,,,
10580,22040208335622240,106,39,18,10,12,1.0,2.0,1.0,2,1.0,117,87,23,17.0,11,5.0,9,6,2,1,191,127,79,13,25.0,18.0,8,12,3,1,355080.0,199.0,715242,500,1350536,1047,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,14,8.0,15.0,23.0
10581,22040208350451570,119,34,19,72,8,1.0,,,2,1.0,133,415,242,,17,,9,15,5,1,1110,160,77,43,,,9,28,10,1,190091.0,258.0,822339,1126,2219169,2623,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,9,3.0,24.0,17.0
10582,22040208393477932,66,42,23,13,10,3.0,,,2,1.0,103,158,31,,18,,9,11,1,1,355,114,70,36,,,22,19,5,1,233058.0,159.0,543395,519,2004459,1210,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,10,,6.0,23.0
10583,22040208395907304,82,41,21,11,6,1.0,2.0,4.0,2,1.0,111,153,29,19.0,11,11.0,11,6,1,1,361,112,61,27,31.0,18.0,12,8,7,1,312838.0,170.0,798199,534,1511900,1218,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,,,5.0
10584,22040208410485760,88,30,25,22,9,5.0,5.0,1.0,2,1.0,141,145,33,20.0,12,20.0,9,8,3,1,139,124,76,15,16.0,16.0,11,8,4,1,2270337.0,194.0,20520830,595,21660641,1045,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,11,7.0,2.0,
10585,22040208442740464,136,37,18,12,6,2.0,,,5,1.0,122,140,181,,12,,9,10,2,1,241,121,71,24,,,11,8,4,1,312745.0,220.0,974963,709,2104881,1235,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,10,4.0,10.0,10.0
10586,22040208561982492,37,25,19,14,8,2.0,2.0,1.0,2,1.0,98,70,69,23.0,11,5.0,9,6,5,1,107,105,57,15,9.0,15.0,8,6,4,1,346924.0,119.0,966479,440,3028474,833,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,15,9.0,16.0,30.0
10587,22040209054125524,63,34,18,7,6,,2.0,1.0,2,1.0,92,84,17,19.0,13,8.0,9,6,1,1,190,106,61,25,43.0,14.0,11,8,5,1,223813.0,133.0,637256,391,1487027,904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17,,,
10588,22040209061038800,79,30,22,9,6,2.0,5.0,3.0,2,1.0,115,82,25,15.0,11,7.0,9,7,2,1,209,120,77,54,14.0,24.0,8,8,4,1,333253.0,161.0,811021,444,1603093,1003,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,14,3.0,,
10589,22040209354005450,65,34,22,31,6,1.0,7.0,5.0,3,1.0,117,207,133,43.0,11,35.0,9,14,2,1,226,123,80,35,35.0,24.0,16,10,4,1,298236.0,182.0,1015645,772,2221695,1374,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,12,8.0,6.0,6.0
10590,22040209382964780,35,33,20,10,9,1.0,4.0,1.0,2,1.0,98,81,21,14.0,12,7.0,9,7,3,1,165,99,66,15,15.0,9.0,8,10,5,1,245148.0,117.0,902760,378,1933468,820,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,15,2.0,,
10591,22040209522050560,59,33,18,10,6,1.0,4.0,2.0,2,1.0,123,107,49,13.0,17,17.0,9,7,2,1,307,138,80,88,42.0,22.0,10,13,6,1,344898.0,141.0,1045101,502,2556898,1252,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,10,6.0,11.0,6.0
10592,22040209523240870,72,32,20,10,9,6.0,4.0,4.0,2,1.0,120,111,57,19.0,12,21.0,9,9,2,1,172,126,77,20,12.0,19.0,8,8,5,1,367280.0,159.0,1000664,531,1971938,1020,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,14,,4.0,2.0
10593,22040210150383736,59,27,18,12,8,4.0,3.0,4.0,2,1.0,116,89,18,16.0,11,4.0,9,7,3,1,180,125,77,24,13.0,12.0,8,11,4,1,345816.0,137.0,911823,419,2035233,914,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,15,,,
10594,22040210243669084,44,27,19,15,8,1.0,4.0,3.0,3,1.0,118,106,41,25.0,11,18.0,9,8,3,1,188,121,75,17,16.0,12.0,8,7,6,1,280307.0,132.0,785773,492,1730138,993,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,13,8.0,10.0,10.0
10595,22040210292107924,67,30,18,16,5,,,,2,1.0,98,86,45,,11,,9,6,2,1,211,102,59,24,,,8,6,4,1,4056281.0,141.0,4469401,408,87105941,865,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,15,3.0,,4.0
10596,22040210520213650,71,31,18,24,6,,,,2,1.0,95,107,129,,11,,9,8,2,1,322,105,56,47,,,11,10,5,1,301332.0,158.0,816719,526,2533903,1132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,6.0,2.0,15.0
10597,22040211005313824,36,27,18,7,5,1.0,3.0,1.0,2,1.0,115,132,156,38.0,11,45.0,9,31,1,1,185,125,75,47,32.0,16.0,8,15,5,1,342369.0,100.0,1314345,650,2640279,1226,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,14,,2.0,24.0
10598,22040211062892830,74,40,18,13,8,,4.0,1.0,2,1.0,114,142,32,19.0,11,9.0,9,9,3,1,262,123,80,16,15.0,15.0,11,8,4,1,572117.0,160.0,1119575,522,2174179,1104,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,14,,,2.0
10599,22040211114902108,78,29,19,8,5,,,,2,1.0,100,210,56,,13,,9,9,2,1,454,121,55,17,,,6,11,3,1,185203.0,141.0,724677,575,2312238,1321,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,11,,23.0,43.0
10600,22040211164659920,115,40,22,10,6,1.0,3.0,,2,1.0,119,184,24,19.0,11,14.0,9,7,3,1,362,128,75,11,29.0,11.0,6,11,7,1,169977.0,199.0,834886,597,2578790,1284,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,16,,,2.0
10601,22040211184188850,67,49,18,7,6,,3.0,2.0,2,1.0,127,107,18,11.0,17,16.0,9,11,2,1,231,134,89,27,16.0,13.0,6,14,4,1,105659.0,154.0,341531,513,905460,1166,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,9,,2.0,19.0
10602,22040211191941080,117,50,19,8,5,3.0,4.0,3.0,3,1.0,124,211,115,39.0,13,24.0,12,12,4,1,234,118,66,29,24.0,12.0,6,7,4,1,205831.0,212.0,868216,793,1998765,1356,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,9,,7.0,25.0
10603,22040211391525230,108,55,24,12,6,,3.0,1.0,4,1.0,136,228,20,15.0,20,13.0,10,9,1,1,883,143,58,32,111.0,17.0,16,48,7,1,115056.0,213.0,412342,682,1784559,2089,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,14,,,35.0
10604,22040212014496100,49,33,19,7,9,1.0,3.0,2.0,2,1.0,94,86,36,16.0,11,11.0,9,8,3,1,230,105,59,17,36.0,16.0,11,14,3,1,935882.0,127.0,1461724,414,2624876,946,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,12,2.0,2.0,2.0
10605,22040212041650184,49,30,18,18,9,,,,2,1.0,97,108,41,,11,,10,6,2,1,229,110,64,38,,,9,13,4,1,349870.0,126.0,996167,416,1894177,924,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,13,,,2.0
10606,22040212094658516,49,31,19,12,6,1.0,6.0,2.0,2,1.0,116,98,27,23.0,11,20.0,9,7,2,1,138,122,77,14,23.0,22.0,8,8,4,1,422494.0,141.0,1207355,472,2378194,943,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,13.0,9.0,14.0
10607,22040212175288292,39,33,18,13,7,,3.0,,2,1.0,130,70,113,42.0,11,4.0,9,6,3,1,115,123,72,21,13.0,19.0,11,7,5,1,514198.0,122.0,1656819,550,2836633,1009,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,15,7.0,36.0,39.0
10608,22040212253271452,79,33,19,10,9,6.0,5.0,2.0,2,1.0,98,130,34,36.0,11,14.0,9,9,2,1,446,114,59,97,49.0,46.0,10,20,6,1,834626.0,169.0,1187624,535,2346895,1469,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,10,4.0,8.0,38.0
10609,22040212483328390,101,45,20,14,8,,,,2,1.0,137,206,38,,13,,9,11,2,1,1098,151,83,79,,,9,93,6,1,114341.0,190.0,389781,626,2167993,2303,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,,5.0,92.0
10610,22040212561428740,106,40,18,7,5,1.0,5.0,2.0,3,1.0,118,127,27,11.0,14,9.0,9,8,1,1,222,117,95,15,18.0,11.0,6,10,4,1,128628.0,189.0,371251,524,1018171,1097,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,10,2.0,,13.0
10611,22040212563236856,51,31,18,35,9,,8.0,1.0,2,1.0,116,75,24,13.0,12,7.0,9,7,2,1,173,124,70,19,26.0,10.0,10,11,4,1,483687.0,157.0,1084796,439,10211650,936,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,12,2.0,13.0,5.0
10612,22040213092983290,104,55,23,9,8,,4.0,1.0,2,1.0,110,219,27,12.0,19,6.0,12,8,1,1,363,117,66,31,24.0,16.0,12,11,6,1,100102.0,206.0,341092,638,5033290,1350,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,8,,4.0,12.0
10613,22040213362565484,64,39,18,8,12,1.0,,,2,1.0,105,123,20,,12,,9,6,5,1,258,106,70,33,,,6,14,5,1,310741.0,149.0,681185,441,2393305,978,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,9,5.0,,6.0
10614,22040213522844470,57,25,20,7,5,,2.0,3.0,2,1.0,137,164,136,34.0,11,17.0,9,7,4,1,179,154,76,45,18.0,22.0,8,8,4,1,312616.0,127.0,1103895,665,2215499,1225,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,16,6.0,10.0,4.0
10615,22040213565985820,117,36,18,10,11,2.0,6.0,1.0,2,1.0,95,149,21,16.0,14,12.0,9,8,4,1,351,108,63,19,18.0,22.0,11,7,6,1,152165.0,203.0,369061,539,1026818,1186,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,11,,,
10616,22040214075012316,61,33,20,11,6,,4.0,2.0,2,1.0,119,116,41,22.0,13,4.0,12,7,5,1,224,150,72,61,32.0,26.0,8,14,4,1,272251.0,141.0,854233,493,1734230,1130,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,14,2.0,9.0,11.0
10617,22040214093852020,59,31,21,10,9,2.0,4.0,6.0,3,1.0,120,89,27,20.0,16,14.0,12,7,2,1,131,119,70,17,17.0,13.0,8,7,4,1,489016.0,145.0,1072106,457,1806279,878,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,14,,2.0,
10618,22040214103247132,44,40,20,25,8,,4.0,6.0,4,1.0,98,101,23,18.0,32,8.0,9,6,2,1,258,109,62,24,18.0,15.0,6,6,3,1,181887.0,151.0,525225,463,1326294,1022,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,13,,2.0,14.0
10619,22040214103421176,50,25,19,11,8,2.0,4.0,2.0,2,1.0,94,69,19,15.0,11,9.0,9,6,1,1,157,99,59,15,13.0,13.0,8,9,3,1,358675.0,123.0,780752,366,8399054,793,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,13,,2.0,12.0
10620,22040214124714550,145,38,22,14,9,,4.0,2.0,2,1.0,98,159,26,16.0,19,13.0,9,11,1,1,211,99,59,27,14.0,17.0,14,7,4,1,264455.0,236.0,934243,604,1536767,1121,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,11,,6.0,8.0
10621,22040214184985024,79,36,18,11,9,,,,2,1.0,114,98,107,,12,,9,6,1,1,326,131,71,25,,,8,13,4,1,195636.0,155.0,609120,513,1442816,1135,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,16,,4.0,6.0
10622,22040214193412030,94,35,36,17,8,6.0,6.0,2.0,2,1.0,113,234,75,43.0,17,46.0,9,28,5,1,294,140,70,18,16.0,10.0,16,9,5,1,323504.0,210.0,1287087,801,1906498,1451,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,10,4.0,5.0,6.0
10623,22040214202688636,51,29,18,9,8,,5.0,4.0,2,1.0,115,72,22,15.0,12,13.0,9,10,2,1,177,121,76,13,19.0,12.0,11,8,4,1,235700.0,126.0,1969643,407,2707790,886,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,14,,,
10624,22040214221119830,153,111,36,31,18,2.0,7.0,3.0,4,2.0,176,217,31,14.0,36,15.0,16,11,3,1,392,123,79,20,35.0,13.0,10,16,6,1,154289470.0,1528.0,382579,572,972820,1329,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,9,6.0,4.0,4.0
10625,22040214433589080,79,40,18,11,8,,,,2,1.0,95,104,70,,12,,9,7,1,1,321,111,64,50,,,6,9,4,1,200969.0,162.0,693010,531,1803800,1208,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6,4.0,54.0,69.0
10626,22040214461405348,40,28,21,15,9,2.0,5.0,3.0,2,1.0,93,70,30,23.0,12,5.0,9,7,2,1,138,98,57,16,16.0,16.0,8,7,3,1,829176.0,125.0,1357838,385,2132881,783,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,16,,,
10627,22040215254346064,86,45,18,15,8,,4.0,,3,1.0,119,191,38,21.0,17,10.0,9,9,1,1,665,145,78,35,57.0,23.0,8,23,4,1,115382.0,179.0,346429,619,1457500,1737,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,12,,7.0,34.0
10628,22040215312715060,93,32,19,12,11,1.0,5.0,3.0,2,1.0,95,121,22,16.0,11,8.0,9,7,2,1,267,100,61,36,13.0,33.0,17,6,7,1,229072.0,182.0,619517,489,1754503,1111,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16,4.0,8.0,43.0
10629,22040215393281720,107,43,21,8,6,2.0,,,2,1.0,128,135,94,,11,,9,6,5,1,274,123,81,27,,,6,6,5,1,257067.0,200.0,769306,611,1671688,1196,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,13,11.0,12.0,21.0
10630,22040215454744216,56,31,18,8,9,,6.0,3.0,2,1.0,120,72,18,20.0,11,8.0,9,6,3,1,153,124,75,18,19.0,21.0,14,8,3,1,315731.0,133.0,858183,411,1861898,897,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,9,,2.0,10.0
10631,22040215514852080,82,33,26,15,8,1.0,4.0,2.0,2,1.0,123,120,40,20.0,12,9.0,12,8,4,1,245,131,67,36,28.0,18.0,20,11,5,1,237964.0,173.0,607897,540,1497875,1152,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,8,,2.0,4.0
10632,22040216001552308,63,58,24,9,6,1.0,,,2,1.0,105,94,27,,19,,9,6,1,1,334,114,60,44,,,6,20,5,1,126873.0,167.0,502350,461,1404524,1104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,4.0,17.0,14.0
10633,22040216095371532,88,31,24,10,6,4.0,2.0,2.0,2,1.0,107,165,61,51.0,11,29.0,9,14,2,1,252,112,53,24,16.0,27.0,8,10,5,1,322799.0,169.0,1015458,639,2352844,1201,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,11,,15.0,21.0
10634,22040216262391184,57,33,18,10,9,,2.0,1.0,2,1.0,96,81,19,17.0,12,8.0,9,7,1,1,179,116,58,23,24.0,14.0,8,12,5,1,141948.0,132.0,502684,393,1199526,868,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,15,,2.0,
10635,22040216293306404,51,34,18,12,6,1.0,3.0,2.0,2,1.0,102,115,24,21.0,15,11.0,10,10,3,1,167,106,58,35,21.0,23.0,23,6,5,1,219082.0,133.0,1136132,471,2975355,965,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,7,4.0,16.0,10.0
10636,22040216555278440,129,36,25,10,9,2.0,,,2,1.0,136,504,24,,12,,9,14,6,1,684,138,69,15,,,6,11,8,1,221481.0,215.0,765883,935,1846472,1905,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,12,2.0,2.0,2.0
10637,22040217100300556,63,30,18,11,11,,6.0,1.0,2,1.0,115,69,23,14.0,11,7.0,9,7,1,1,168,119,81,19,9.0,13.0,10,6,3,1,218105.0,142.0,624610,414,1417890,888,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,15,,,2.0
10638,22040217113290988,51,27,18,12,11,2.0,7.0,3.0,2,1.0,116,118,29,22.0,11,9.0,9,7,5,1,378,126,80,42,36.0,30.0,8,7,4,1,423299.0,137.0,977860,479,2467978,1247,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,15,4.0,3.0,17.0
10639,22040217182998160,34,34,18,9,6,1.0,3.0,3.0,2,1.0,97,65,37,17.0,13,7.0,9,6,4,1,132,107,60,19,13.0,19.0,8,7,4,1,167582.0,112.0,500254,378,1166831,786,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,15,2.0,,
10640,22040217242148364,43,28,18,33,5,1.0,9.0,1.0,2,1.0,98,71,33,17.0,11,3.0,9,6,1,1,224,107,58,17,22.0,18.0,8,12,4,1,779223.0,149.0,1774588,429,3981596,983,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,12,9.0,22.0,49.0
10641,22040217303022840,45,29,18,9,8,1.0,5.0,1.0,2,1.0,123,82,38,25.0,14,10.0,9,9,3,1,250,146,76,29,27.0,20.0,8,12,5,1,298141.0,118.0,968243,444,2707401,1062,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,13,,4.0,7.0
10642,22040217314761880,48,30,18,17,6,1.0,2.0,3.0,2,1.0,105,158,52,28.0,13,30.0,9,12,1,1,170,106,66,87,19.0,26.0,10,7,3,1,309688.0,136.0,1051747,579,2173870,1128,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,16,9.0,19.0,14.0
10643,22040217352633704,45,29,18,12,8,,4.0,1.0,2,1.0,115,97,68,27.0,14,17.0,9,10,1,1,362,149,78,30,77.0,20.0,8,24,5,1,215482.0,119.0,739573,493,2153882,1294,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,11,,5.0,
10644,22040218131537976,74,29,20,12,6,3.0,2.0,1.0,2,1.0,109,220,40,24.0,11,14.0,9,10,6,1,193,111,62,42,17.0,25.0,12,9,4,1,294000.0,151.0,941078,606,2005800,1133,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,8,2.0,,11.0
10645,22040218274971670,84,33,19,19,8,2.0,,,2,1.0,100,101,62,,12,,9,7,2,1,724,112,59,127,,,19,11,6,1,273296.0,176.0,740674,509,2035037,1666,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,13,9.0,28.0,52.0
10646,22040218403561680,77,35,19,8,6,,2.0,6.0,2,1.0,149,183,50,25.0,16,43.0,9,27,2,1,106,126,71,24,4.0,17.0,8,7,4,1,169699.0,155.0,882028,671,1515758,1075,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,13,,4.0,2.0
